THK_A,TOP_A,thick1,thick2
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.558333572758074,3.441666427241926
30000,28,2.558333572758074,3.441666427241926
30000,28,2.558333572758074,3.441666427241926
30000,28,2.558333572758074,3.441666427241926
30000,28,2.558333572758074,3.441666427241926
30000,28,2.558333572758074,3.441666427241926
30000,28,3.0949166941251036,2.9050833058748964
30000,28,3.0949166941251036,2.9050833058748964
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
30000,28,3.6039466912720406,2.3960533087279594
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,3.598811282836273,2.401188717163727
28000,30,3.598811282836273,2.401188717163727
28000,30,3.598811282836273,2.401188717163727
28000,30,3.598811282836273,2.401188717163727
28000,30,3.598811282836273,2.401188717163727
28000,30,3.598811282836273,2.401188717163727
28000,30,3.0736884242603857,2.9263115757396143
28000,30,3.0736884242603857,2.9263115757396143
28000,30,3.0736884242603857,2.9263115757396143
28000,30,3.0736884242603857,2.9263115757396143
28000,30,3.0736884242603857,2.9263115757396143
28000,30,3.0736884242603857,2.9263115757396143
28000,30,2.5337569275434966,3.4662430724565034
28000,30,2.5337569275434966,3.4662430724565034
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.4669624232857204,3.5330375767142796
30000,28,2.9563184667989737,3.0436815332010263
30000,28,2.9563184667989737,3.0436815332010263
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.3244162800746073,2.6755837199253927
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
30000,28,3.835618025006628,2.164381974993372
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.6579856829864923,2.3420143170135077
28000,30,3.265812117810394,2.734187882189606
28000,30,3.265812117810394,2.734187882189606
28000,30,2.787271616529961,3.212728383470039
28000,30,2.787271616529961,3.212728383470039
28000,30,2.787271616529961,3.212728383470039
28000,30,2.787271616529961,3.212728383470039
28000,30,2.471965862443068,3.528034137556932
28000,30,2.471965862443068,3.528034137556932
28000,30,2.471965862443068,3.528034137556932
28000,30,2.471965862443068,3.528034137556932
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,2.5588220652754097,3.4411779347245903
30000,28,3.1007726025412685,2.8992273974587315
30000,28,3.1007726025412685,2.8992273974587315
30000,28,3.1007726025412685,2.8992273974587315
30000,28,3.1007726025412685,2.8992273974587315
30000,28,3.1007726025412685,2.8992273974587315
30000,28,3.1007726025412685,2.8992273974587315
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.663477555449288,2.336522444550712
30000,28,3.9892614760703604,2.0107385239296396
30000,28,3.9892614760703604,2.0107385239296396
30000,28,3.9892614760703604,2.0107385239296396
30000,28,3.9892614760703604,2.0107385239296396
30000,28,3.9892614760703604,2.0107385239296396
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,3.6558065773573,2.3441934226427
28000,30,3.6558065773573,2.3441934226427
28000,30,3.6558065773573,2.3441934226427
28000,30,3.6558065773573,2.3441934226427
28000,30,3.6558065773573,2.3441934226427
28000,30,3.2880836258945285,2.7119163741054715
28000,30,3.2880836258945285,2.7119163741054715
28000,30,3.2880836258945285,2.7119163741054715
28000,30,3.2880836258945285,2.7119163741054715
28000,30,3.2880836258945285,2.7119163741054715
28000,30,2.7851109269440038,3.2148890730559962
28000,30,2.7851109269440038,3.2148890730559962
28000,30,2.7851109269440038,3.2148890730559962
28000,30,2.226104637696025,3.773895362303975
28000,30,2.226104637696025,3.773895362303975
28000,30,2.226104637696025,3.773895362303975
28000,30,2.226104637696025,3.773895362303975
28000,30,2.226104637696025,3.773895362303975
28000,30,2.226104637696025,3.773895362303975
28000,30,2.226104637696025,3.773895362303975
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.409987539092966,3.590012460907034
30000,28,2.409987539092966,3.590012460907034
30000,28,2.792226930289604,3.207773069710396
30000,28,2.792226930289604,3.207773069710396
30000,28,2.792226930289604,3.207773069710396
30000,28,2.792226930289604,3.207773069710396
30000,28,3.17769628955408,2.82230371044592
30000,28,3.17769628955408,2.82230371044592
30000,28,3.634876912412759,2.365123087587241
30000,28,3.634876912412759,2.365123087587241
30000,28,3.634876912412759,2.365123087587241
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,3.673673886154842,2.326326113845158
28000,30,3.673673886154842,2.326326113845158
28000,30,3.673673886154842,2.326326113845158
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,3.176951486525968,2.823048513474032
28000,30,2.617574007562786,3.382425992437214
28000,30,2.617574007562786,3.382425992437214
28000,30,2.617574007562786,3.382425992437214
28000,30,2.617574007562786,3.382425992437214
28000,30,2.617574007562786,3.382425992437214
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
28000,30,2.0383658406035288,3.9616341593964712
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.4656780177677895,3.5343219822322105
30000,28,2.4656780177677895,3.5343219822322105
30000,28,2.4656780177677895,3.5343219822322105
30000,28,2.4656780177677895,3.5343219822322105
30000,28,3.04699299247972,2.95300700752028
30000,28,3.04699299247972,2.95300700752028
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.623857134198365,2.376142865801635
30000,28,3.9473005515563915,2.0526994484436085
30000,28,3.9473005515563915,2.0526994484436085
30000,28,3.9473005515563915,2.0526994484436085
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.5818774636814856,2.4181225363185144
28000,30,3.131198289576279,2.868801710423721
28000,30,3.131198289576279,2.868801710423721
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.7916636970480564,3.2083363029519436
28000,30,2.3561294972129834,3.6438705027870166
28000,30,2.3561294972129834,3.6438705027870166
28000,30,2.3561294972129834,3.6438705027870166
28000,30,2.3561294972129834,3.6438705027870166
28000,30,2.3561294972129834,3.6438705027870166
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.5289723789616696,3.4710276210383304
30000,28,2.5289723789616696,3.4710276210383304
30000,28,2.5289723789616696,3.4710276210383304
30000,28,2.5289723789616696,3.4710276210383304
30000,28,2.979550692878263,3.020449307121737
30000,28,2.979550692878263,3.020449307121737
30000,28,3.455817103354928,2.544182896645072
30000,28,3.455817103354928,2.544182896645072
30000,28,3.455817103354928,2.544182896645072
30000,28,3.455817103354928,2.544182896645072
30000,28,3.9712694095777192,2.0287305904222808
30000,28,3.9712694095777192,2.0287305904222808
30000,28,3.9712694095777192,2.0287305904222808
30000,28,3.9712694095777192,2.0287305904222808
30000,28,3.9712694095777192,2.0287305904222808
30000,28,3.9712694095777192,2.0287305904222808
30000,28,3.9712694095777192,2.0287305904222808
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,4.0,2.0
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.4963155018782768,2.5036844981217232
28000,30,3.0101405591839487,2.9898594408160513
28000,30,3.0101405591839487,2.9898594408160513
28000,30,3.0101405591839487,2.9898594408160513
28000,30,3.0101405591839487,2.9898594408160513
28000,30,3.0101405591839487,2.9898594408160513
28000,30,3.0101405591839487,2.9898594408160513
28000,30,2.6068193604754306,3.3931806395245694
28000,30,2.6068193604754306,3.3931806395245694
28000,30,2.6068193604754306,3.3931806395245694
28000,30,2.025203139273153,3.974796860726847
28000,30,2.025203139273153,3.974796860726847
28000,30,2.025203139273153,3.974796860726847
28000,30,2.025203139273153,3.974796860726847
28000,30,2.025203139273153,3.974796860726847
28000,30,2.025203139273153,3.974796860726847
30000,28,2.0,4.0
30000,28,2.0,4.0
30000,28,2.571336018157975,3.428663981842025
30000,28,2.571336018157975,3.428663981842025
30000,28,2.571336018157975,3.428663981842025
30000,28,2.571336018157975,3.428663981842025
30000,28,2.9908092007384837,3.0091907992615163
30000,28,2.9908092007384837,3.0091907992615163
30000,28,2.9908092007384837,3.0091907992615163
30000,28,2.9908092007384837,3.0091907992615163
30000,28,2.9908092007384837,3.0091907992615163
